id,url,scraped_title,scraped_description,extracted_year,extracted_mileage,extracted_fuel,extracted_power,current_year,current_mileage,current_fuel,current_power,extraction_improved
123,https://auto.bazos.cz/inzerat/216201129/mazda-6-20-108-kw-exclusive-benzin.php,MAZDA 6 2.0 108 KW EXCLUSIVE - BENZÍN,"MAZDA 6 2.0 108 KW EXCLUSIVE - BENZÍNProdám hezkou Mazdu 6 2. generace ( GH ) ve výbavě Exclusive s nejlepším benzínovým (atmosférickým) motorem 2.0 o výkonu 108 kW / 147 koní se šestistupňovou manuální převodovkou.V provozu od: 03.2009Stav tachometru: 144 000 kmPalivo: BenzínObjem motoru: 1 999 ccmBarva: šedá sv. metalízaVýkon motoru: 108 kW (147 PS)Karoserie: KombiDveří / sedadel: 5 / 5Výbava vozidla:AirBag 6x, Alarm, Antiblokovací brzdový systém (ABS), Automatické zapínání světel, Centrální z...",2009,,benzín,108,,144000,benzín,108,year
124,https://auto.bazos.cz/inzerat/216201053/mazda-6-20-108-kw-exclusive-benzin.php,MAZDA 6 2.0 108 KW EXCLUSIVE - BENZÍN,"MAZDA 6 2.0 108 KW EXCLUSIVE - BENZÍNProdám hezkou Mazdu 6 2. generace ( GH ) ve výbavě Exclusive s nejlepším benzínovým (atmosférickým) motorem 2.0 o výkonu 108 kW / 147 koní se šestistupňovou manuální převodovkou.V provozu od: 06.2008Stav tachometru: 185 000 kmPalivo: BenzínObjem motoru: 1 999 ccmSTK: 06.2026Barva: modrá tm. metalízaVýkon motoru: 108 kW (147 PS)Karoserie: KombiDveří / sedadel: 5 / 5Výbava vozidla:AirBag 6x, Antiblokovací systém kol (ABS), Automatické rozsvěcení světel, Centrál...",2008,,benzín,108,,185000,benzín,108,year
125,https://auto.bazos.cz/inzerat/216201009/mazda-6-20-108-kw-exclusive-134-000-km-benzin.php,MAZDA 6 2.0 108 KW EXCLUSIVE | 134 000 KM | - BENZÍN,"MAZDA 6 2.0 108 KW EXCLUSIVE | 134 000 KM | - BENZÍNProdám hezkou Mazdu 6 2. generace ( GH ) ve výbavě Exclusive s nejlepším benzínovým (atmosférickým) motorem 2.0 o výkonu 108 kW / 147 koní se šestistupňovou manuální převodovkou.VYHŘÍVANÁ SEDADLAV provozu od: 04.2008Stav tachometru: 134 000 kmPalivo: BenzínObjem motoru: 1 999 ccmBarva: stříbrná metalízaVýkon motoru: 108 kW (147 PS)Karoserie: KombiDveří / sedadel: 5 / 5Výbava vozidla:AirBag 6x, Asistent-brzdový, Automatická světla, Automatické z...",2008,134000,benzín,108,,134000,benzín,108,year
126,https://auto.bazos.cz/inzerat/216200945/mazda-6-20-108-kw-exclusive-sport-benzin.php,MAZDA 6 2.0 108 KW EXCLUSIVE SPORT - BENZÍN,"MAZDA 6 2.0 108 KW EXCLUSIVE SPORT - BENZÍNProdám hezkou Mazdu 6 2. generace ( GH ) ve výbavě Exclusive Sport s nejlepším benzínovým (atmosférickým) motorem 2.0 o výkonu 108 kW / 147 koní se šestistupňovou manuální převodovkou.V provozu od: 03.2008Stav tachometru: 184 000 kmPalivo: BenzínObjem motoru: 1 999 ccmBarva: šedá metalízaVýkon motoru: 108 kW (147 PS)Karoserie: HatchbackDveří / sedadel: 5 / 5Výbava vozidla:AirBag 6x, Alarm, Antiblokovací brzdový systém (ABS), Automatické stěrače, Automat...",2008,,benzín,108,,184000,benzín,108,year
127,https://auto.bazos.cz/inzerat/216200895/mazda-6-25-125-kw-dynamic-benzin.php,MAZDA 6 2.5 125 KW DYNAMIC - BENZÍN,"MAZDA 6 2.5 125 KW DYNAMIC - BENZÍNProdám hezkou Mazdu 6 2. generace ( GH ) ve výbavě Dynamic s nejlepším benzínovým (atmosférickým) motorem 2.5 o výkonu 125 kW / 170 koní se šestistupňovou manuální převodovkou.V provozu od: 05.2008Stav tachometru: 218 000 kmPalivo: BenzínObjem motoru: 2 488 ccmBarva: stříbrná metalízaVýkon motoru: 125 kW (170 PS)Karoserie: KombiDveří / sedadel: 5 / 5Výbava vozidla:AirBag 6x, Autoalarm, Automatická světla, Automatické zapínání stěračů, Centrál. dálkově, Dělené z...",2008,,benzín,125,,218000,benzín,125,year
128,https://auto.bazos.cz/inzerat/216200864/mazda-6-20-108-kw-exclusive-sport-benzin.php,MAZDA 6 2.0 108 KW EXCLUSIVE SPORT - BENZÍN,"MAZDA 6 2.0 108 KW EXCLUSIVE SPORT - BENZÍNProdám hezkou Mazdu 6 2. generace ( GH ) ve výbavě Exclusive Sport s nejlepším benzínovým (atmosférickým) motorem 2.0 o výkonu 108 kW / 147 koní se šestistupňovou manuální převodovkou.V provozu od: 03.2009Stav tachometru: 240 000 kmPalivo: BenzínObjem motoru: 1 999 ccmBarva: černá metalízaVýkon motoru: 108 kW (147 PS)Karoserie: HatchbackDveří / sedadel: 5 / 5Výbava vozidla:AirBag 6x, Antiblokovací systém kol (ABS), Automatické rozsvěcení světel, Brzdový...",2009,,benzín,108,,240000,benzín,108,year
130,https://auto.bazos.cz/inzerat/216200773/mazda-5-20-110-kw-center-line-7-sedadel-benzin.php,MAZDA 5 2.0 110 KW CENTER-LINE 7 SEDADEL- BENZÍN,"MAZDA 5 2.0 110 KW CENTER-LINE 7 SEDADEL- BENZÍNProdám hezkou Mazdu 5 2. generace ( CW ) ve výbavě Center-Line s výborným benzínovým (atmosférickým) motorem 2.0 o výkonu 110 kW / 150 koní se šestistupňovou manuální převodovkou.V provozu od: 03.2011Stav tachometru: 211 000 kmPalivo: BenzínObjem motoru: 1 999 ccmBarva: černá metalízaVýkon motoru: 110 kW (150 PS)Karoserie: MPVDveří / sedadel: 5 / 7Výbava vozidla:AirBag 6x, Automatická světla, Automatické zapínání stěračů, Centrál. dálkově, Dělené z...",2011,,benzín,110,,211000,benzín,110,year
132,https://auto.bazos.cz/inzerat/216200727/mazda-5-20-110-kw-center-line-204-000-km-benzin.php,MAZDA 5 2.0 110 KW CENTER-LINE 204 000 KM - BENZÍN,"MAZDA 5 2.0 110 KW CENTER-LINE 204 000 KM - BENZÍNProdám Mazdu 5 2. generace ( CW ) ve výbavě Center-Line s výborným benzínovým (atmosférickým) motorem 2.0 o výkonu 110 kW / 150 koní se šestistupňovou manuální převodovkou.V provozu od: 12.2010Stav tachometru: 204 000 kmPalivo: BenzínObjem motoru: 1 999 ccmBarva: černá metalízaVýkon motoru: 110 kW (150 PS)Karoserie: MPVDveří / sedadel: 5 / 7Výbava vozidla:ABS, AirBag 6x, Alu kola, Asistent-brzdový, Asistent-parkovací zadní, Centrální zam. dálkově...",2010,204000,benzín,110,,204000,benzín,110,year
133,https://auto.bazos.cz/inzerat/216200706/mazda-5-20-107-kw-comfort-benzin.php,MAZDA 5 2.0 107 KW COMFORT - BENZÍN,"MAZDA 5 2.0 107 KW COMFORT - BENZÍNProdám Mazdu 5 1. generace ( CR ) ve výbavě Comfort s výborným benzínovým (atmosférickým) motorem 2.0 o výkonu 107 kW / 145 koní se šestistupňovou manuální převodovkou.VYHŘÍVANÁ SEDADLA7 MÍSTV provozu od: 01.2009Stav tachometru: 239 000 kmPalivo: BenzínObjem motoru: 1 999 ccmBarva: černá metalízaVýkon motoru: 107 kW (145 PS)Karoserie: MPVDveří / sedadel: 5 / 7Výbava vozidla:AirBag 6x, Centrál. dálkově, Dělené zadní sedačky, Dětská auto sedačka Isofix, Elektrick...",2009,,benzín,107,,239000,benzín,107,year
134,https://auto.bazos.cz/inzerat/216200684/mazda-3-20-88-kw-center-line-148tkm-benzin.php,MAZDA 3 2.0 88 KW CENTER-LINE 148TKM - BENZÍN,"MAZDA 3 2.0 88 KW CENTER-LINE 148TKM - BENZÍNProdám Mazdu 3 3. generace ( BM BN ) ve výbavě Center-Line (vyhřívaná sedadla, tempomat, atd.) s výborným benzínovým (atmosférickým) motorem 2.0 o výkonu 88 kW / 120 koní se šestistupňovou manuální převodovkou.VYHŘÍVANÁ SEDADLASERVISNÍ KNÍŽKANELAKOVÁNOV provozu od: 06.2014Stav tachometru: 148 000 kmPalivo: BenzínObjem motoru: 1 998 ccmSTK: 10.2027Barva: šedá metalízaVýkon motoru: 88 kW (120 PS)Karoserie: HatchbackDveří / sedadel: 5 / 5Výbava vozidla:A...",2014,,benzín,88,,148000,benzín,88,year
135,https://auto.bazos.cz/inzerat/216200665/mazda-3-20-88-kw-rok-2015-170-000-km-benzin.php,MAZDA 3 2.0 88 KW | ROK 2015 | 170 000 KM | - BENZÍN,"MAZDA 3 2.0 88 KW | ROK 2015 | 170 000 KM | - BENZÍNProdám Mazdu 3 3. generace ( BM BN ) ve výbavě Center-Line (vyhřívaná sedadla, tempomat, atd.) s výborným benzínovým (atmosférickým) motorem 2.0 o výkonu 88 kW / 120 koní se šestistupňovou manuální převodovkou.VYHŘÍVANÁ SEDADLAKOMPLETNÍ SERVISNÍ HISTORIE MAZDAV provozu od: 03.2015Stav tachometru: 170 000 kmPalivo: BenzínObjem motoru: 1 998 ccmBarva: červená metalízaVýkon motoru: 88 kW (120 PS)Karoserie: HatchbackDveří / sedadel: 5 / 51. MAJITEL...",2015,,benzín,88,,170000,benzín,88,year
136,https://auto.bazos.cz/inzerat/216200631/mazda-3-20-88-kw-sport-line-benzin.php,MAZDA 3 2.0 88 KW SPORT-LINE - BENZÍN,"MAZDA 3 2.0 88 KW SPORT-LINE - BENZÍNProdám Mazdu 3 3. generace ( BM BN ) ve vysoké výbavě Sports-Line s výborným benzínovým (atmosférickým) motorem 2.0 o výkonu 88 kW / 120 koní se šestistupňovou manuální převodovkou.VYHŘÍVANÁ SEDADLAV provozu od: 03.2014Stav tachometru: 231 000 kmPalivo: BenzínObjem motoru: 1 998 ccmSTK: 06.2027Barva: bílá metalízaVýkon motoru: 88 kW (120 PS)Karoserie: HatchbackDveří / sedadel: 5 / 5Výbava vozidla:ABS, AirBag 6x, Alu kola, Asistent-nouzového brždění, Asistent-...",2014,,benzín,88,,231000,benzín,88,year
137,https://auto.bazos.cz/inzerat/216200608/mazda-3-20-88-kw-sports-line-adaptivni-tempomat-benzin.php,MAZDA 3 2.0 88 KW SPORTS-LINE ADAPTIVNÍ TEMPOMAT - BENZÍN,"MAZDA 3 2.0 88 KW SPORTS-LINE ADAPTIVNÍ TEMPOMAT - BENZÍNProdám Mazdu 3 3. generace ( BM BN ) ve vysoké výbavě Sports-Line s výborným benzínovým (atmosférickým) motorem 2.0 o výkonu 88 kW / 120 koní se šestistupňovou manuální převodovkou.VYHŘÍVANÁ SEDADLAADAPTIVNÍ TEMPOMATHEAD UP DISPLAYSERVISNÍ KNÍŽKA (do 2024), aktuálně na autě zánovní brzdové kotouče, leden 2026 výměna olejeNELAKOVÁNOV provozu od: 12.2013Stav tachometru: 246 000 kmPalivo: BenzínObjem motoru: 1 998 ccmSTK: 06.2027Barva: modrá ...",2013,,benzín,88,,246000,benzín,88,year
138,https://auto.bazos.cz/inzerat/216200535/mazda-3-16-77-kw-90th-anniversary-159-000-km-benzin.php,MAZDA 3 1.6 77 KW 90TH ANNIVERSARY 159 000 KM - BENZÍN,"MAZDA 3 1.6 77 KW 90TH ANNIVERSARY 159 000 KM - BENZÍNProdám hezkou Mazdu 3 2. generace ( BL ) ve vyšší výbavě 90th Anniversary s výborným benzínovým (atmosférickým) motorem 1.6 o výkonu 77 kW / 105 koní s pětistupňovou manuální převodovkou.V provozu od: 10.2010Stav tachometru: 159 000 kmPalivo: BenzínObjem motoru: 1 600 ccmBarva: černá metalízaVýkon motoru: 77 kW (105 PS)Karoserie: HatchbackDveří / sedadel: 5 / 5Výbava vozidla:AirBag 6x, Antiblokovací systém kol (ABS), Automatické rozsvěcení sv...",2010,159000,benzín,77,,159000,benzín,77,year
141,https://auto.bazos.cz/inzerat/216200405/mazda-3-20-111-kw-high-line-benzin.php,MAZDA 3 2.0 111 KW HIGH-LINE - BENZÍN,"MAZDA 3 2.0 111 KW HIGH-LINE - BENZÍNProdám hezkou Mazdu 3 2. generace ( BL ) v nejvyšší výbavě High-Line s výborným benzínovým (atmosférickým) motorem 2.0 o výkonu 111 kW / 151 koní se šestistupňovou manuální převodovkou.VYHŘÍVANÁ SEDADLAVYHŘÍVANÉ ČELNÍ OKNOV provozu od: 08.2009Stav tachometru: 187 000 kmPalivo: BenzínObjem motoru: 1 999 ccmBarva: šedá metalízaVýkon motoru: 111 kW (151 PS)Karoserie: HatchbackDveří / sedadel: 5 / 5Výbava vozidla:AirBag 6x, Antiblokovací brzdový systém (ABS), Aut...",2009,,benzín,111,,187000,benzín,111,year
142,https://auto.bazos.cz/inzerat/216200366/mazda-3-20-111-kw-exclusive-line-153000-km-benzin.php,MAZDA 3 2.0 111 KW EXCLUSIVE-LINE 153000 KM - BENZÍN,MAZDA 3 2.0 111 KW EXCLUSIVE-LINE 153000 KM - BENZÍNProdám Mazdu 3 2. generace ( BL ) ve vyšší výbavě Exclusive-Line s výborným benzínovým (atmosférickým) motorem 2.0 o výkonu 111 kW / 151 koní se šestistupňovou manuální převodovkou.NELAKOVÁNOSERVISNÍ KNÍŽKA (poslední záznam 142 000 km)VYHŘÍVANÁ SEDADLAVYHŘÍVANÉ ČELNÍ OKNOV provozu od: 10.2010Stav tachometru: 153 000 kmPalivo: BenzínObjem motoru: 1 999 ccmBarva: šedá metalízaVýkon motoru: 111 kW (151 PS)Karoserie: HatchbackDveří / sedadel: 5 / 5...,2010,153000,benzín,111,,153000,benzín,111,year
145,https://auto.bazos.cz/inzerat/216200278/mazda-3-16-77-kw-bose-edition-benzin.php,MAZDA 3 1.6 77 KW BOSE EDITION - BENZÍN,"MAZDA 3 1.6 77 KW BOSE EDITION - BENZÍNProdám hezkou Mazdu 3 1. generace ( BK ) ve vyšší výbavě BOSE Edition s výborným benzínovým (atmosférickým) motorem 1.6 o výkonu 77 kW / 105 koní s pětistupňovou manuální převodovkou.VYHŘÍVANÁ SEDADLAV provozu od: 08.2008Stav tachometru: 154 000 kmPalivo: BenzínObjem motoru: 1 598 ccmBarva: stříbrná metalízaVýkon motoru: 77 kW (105 PS)Karoserie: HatchbackDveří / sedadel: 5 / 5Výbava vozidla:AirBag 6x, Antiblokovací brzdový systém (ABS), Automatické zapínání...",2008,,benzín,77,,154000,benzín,77,year
146,https://auto.bazos.cz/inzerat/216200252/mazda-3-16-77-kw-active-123000-km-benzin.php,MAZDA 3 1.6 77 KW ACTIVE 123000 KM - BENZÍN,"MAZDA 3 1.6 77 KW ACTIVE 123000 KM - BENZÍNProdám Mazdu 3 1. generace ( BK ) ve výbavě Active s výborným benzínovým (atmosférickým) motorem 1.6 o výkonu 77 kW / 105 koní s pětistupňovou manuální převodovkou.V provozu od: 01.2007Stav tachometru: 123 000 kmPalivo: BenzínObjem motoru: 1 598 ccmBarva: šedá metalízaVýkon motoru: 77 kW (105 PS)Karoserie: HatchbackDveří / sedadel: 5 / 5Výbava vozidla:AirBag 8x, Antiblokovací systém kol (ABS), Automatické rozsvěcení světel, Centrální zámek dálkově, Dešť...",2007,123000,benzín,77,,123000,benzín,77,year
147,https://auto.bazos.cz/inzerat/216200228/mazda-3-16-77-kw-sport-active-benzin.php,MAZDA 3 1.6 77 KW SPORT ACTIVE - BENZÍN,"MAZDA 3 1.6 77 KW SPORT ACTIVE - BENZÍNProdám hezkou Mazdu 3 1. generace ( BK ) ve vyšší výbavě Sport Active s výborným benzínovým (atmosférickým) motorem 1.6 o výkonu 77 kW / 105 koní s pětistupňovou manuální převodovkou.V provozu od: 08.2007Stav tachometru: 171 000 kmPalivo: BenzínObjem motoru: 1 598 ccmBarva: šedá metalízaVýkon motoru: 77 kW (105 PS)Karoserie: HatchbackDveří / sedadel: 5 / 5Výbava vozidla:AirBag 6x, Antiblokovací brzdový systém (ABS), Automatické stěrače, Automatické zapínání...",2007,,benzín,77,,171000,benzín,77,year
148,https://auto.bazos.cz/inzerat/216200210/mazda-3-20-110-kw-sport-top-184000-km-benzin.php,MAZDA 3 2.0 110 KW SPORT TOP 184000 KM - BENZÍN,"MAZDA 3 2.0 110 KW SPORT TOP 184000 KM - BENZÍNProdám Mazdu 3 1. generace ( BK ) ve vyšší výbavě Sport Top s výborným benzínovým (atmosférickým) motorem 2.0 o výkonu 110 kW / 150 koní se šestistupňovou manuální převodovkou.V provozu od: 11.2006Stav tachometru: 184 000 kmPalivo: BenzínObjem motoru: 1 999 ccmBarva: modrá sv. metalízaVýkon motoru: 110 kW (150 PS)Karoserie: HatchbackDveří / sedadel: 5 / 5Výbava vozidla:AirBag 6x, Antiblokovací brzdový systém (ABS), Automatické stěrače, Automatické z...",2006,184000,benzín,110,,184000,benzín,110,year
151,https://auto.bazos.cz/inzerat/216199602/kupim-mazda-3-2017.php,Kúpim - Mazda 3 2017+,"👋🏻 Ahoj, bývam v Prahe a zháňam pre seba vyššie spomenuté auto.🚗 Podmienky:Benzin2.0 88kwManual/automatSport-line - BOSE, vyhrievany volant a predne sedacky, Apple CarPlay, parkovacie senzory a cuvacia kameraNajazd mi je ukradnuty pokial bude pravidelne servisovane.DikyMatúš 🤘🏻",2017,,,,2017,,,88,NO
152,https://auto.bazos.cz/inzerat/216199316/mazda-3-16i-77kw1reg2012klima.php,"Mazda 3 1.6i 77kw,1.reg.2012,klima",Prodám Mazda 3 1.6i 77kwdat.1.reg.17.4.2012VIN:JMZBLB4Z211521680najeto:128068km-serv.knihaVýbava:6xairbagklima(manuální)ABSASRESP2xel.oknael.zrcátkaorig.rádio+CDstav.sedačka řidiče+volantposilovač řízenícentrál na D.O.isofixloketní opěrka2xklíčkyvozidlo dovezené z Rakouskanová CZ STK+EMISE 11/2027pouze 800Kč registrace na odborudopravyvozidlo v pěkném stavuHumpolec,,128068,,77,,128068,,77,NO
153,https://auto.bazos.cz/inzerat/216198486/mazda-cx-7-23-disi-najezd-73tiskm-4x4.php,"Mazda CX-7 2.3 Disi, nájezd 73tis.km, 4x4","prodám Mazdu CX-7 r.v. 2007 s nízkým nájezdem a jasným původem, jsem 2. majitel. Motor benzin 2.3 Disi, 191kw , 4x4, 6st. manuální převodovka, multifunkční a nastavitelný volant, tempomat, 6x airbag , STK do 12/27, 2x klíče, tažné zařízení ,příčníky na střechu, interiér jako nový, zimní pneu 70%, letní sada alu disků, klimatizace, elektrická zrcátka a okna.Na autě vyměněné všechny ložiska kol, náplně diferenciálů a rozdělovací převodovky měněny v 65 tis.km, motorový olej s filtrem měněný každý r...",2007,,benzín,191,2007,,benzín,191,NO
154,https://auto.bazos.cz/inzerat/216198000/prodam-mazda-6-20d-103kw-dohoda.php,"Prodám Mazda 6 2.0D 103kW, DOHODA","Prodám Mazda 6, nafta, 103 kW. hatchback. Vyhřívaná přední sedadla, centrální zamykání na DO (2x klíč), duální automatická klimatizace, dešťový senzor, parkovací senzory přední i zadní, kožená sedadla v kombinaci s látkou, xenony, originál tónovaná zadní okna, elektricky sklopná zrcátka, prémiový audio systém Bose, tempomat, handsfree, Audio-in, automatické zatmavení zpětného zrcátka, odnímatelné tažné zařízení, pěkný interiér. Snížený podvozek. Auto používám více než pět a vždycky mě všude dove...",,,,103,,,,103,NO
155,https://auto.bazos.cz/inzerat/215235636/mazda-cx5-22-diesel.php,"Mazda CX5, 2,2 diesel","Prodám Mazda CX5, 2,2 diesel,129kw/175 koní,  4x4, r.v. 2015, červená metaliza, 1. majitel- soukromý prodejce, zakoupeno v ČR, plná max. výbava, kožený interiér, manuální převodovka, servisováno v autorizovaném servisu - doložitelné servisní knížkou, najeto 170 tis. km, stk do 7/27",2015,,diesel,129,2015,,diesel,129,NO
156,https://auto.bazos.cz/inzerat/216194383/mazda-cx-5-takumi-20-benzin-awd-automat-122016.php,"Mazda CX-5, Takumi, 2.0 benzin AWD, Automat, 12/2016","Predavam nasu Mazdu CX-5, 2.0 116kW/160 spolahlivy atmosfericky benzin, rocnik 12/2016, najazdene 137 tis.km, vybava Takumi, automaticka prevodovka, AWD. Posledny servis:2025 - zadne brzdy (kotuce + dosticky + elektronicka brzda), baterka.2026 - olej + filtre vsetky (aj palivovy)Vybava:Full LED svetlomety, natacacieLED hmlovkyDenne svietenie s LEDVyhrievane predne sedadlaPredny a zadny parkovaci asistentSystem sledovania mrtveho uhlaDAB digitealne radio19"" elektrony (leto) 18"" elektrony (zima)Au...",,,,116,,,,116,NO
159,https://auto.bazos.cz/inzerat/216192260/opel-antara-24-103-kw-4x4-benzin-lpg.php,OPEL ANTARA 2.4 103 KW 4x4 - BENZÍN / LPG,"OPEL ANTARA 2.4 103 KW 4x4 - BENZÍN / LPGLPG bomba platná do roku 2031 !!Bez korozeV provozu od: 05.2009Stav tachometru: 174 000 kmPalivo: Benzín + LPG (plyn)Objem motoru: 2 405 ccmSTK: 08.2027Barva: šedá tm. metalízaVýkon motoru: 103 kW (140 PS)Karoserie: SUVDveří / sedadel: 5 / 5Výbava vozidla:AirBag 6x, Centrál. dálkově, Dělené zadní sedačky, Dětská auto sedačka Isofix, Elektricky ovládaná okna, Elektrické ovládání zrcátek nastavitelná, Elektronický stabilizační program podvozku (ESP), Imobil...",2009,,,103,,174000,,103,year
